episode,episode_length,total_rewards,avg_q,epsilon
105,87,"tf.Tensor(
[-15. -15. -11. -21. -19. -15.  15.   5.   3. -11.  -9. -21.   1. -23.
 -29.  -9. -21. -27. -29. -15. -33. -31.   7.  -1. -15. -23.  27. -23.
  -9.  -9.  -1.  -7.   3.  -5.  -7. -39.  21. -11.   5.  39. -23. -13.
   3. -21. -51.   3. -25.  -7. -13. -39.   3. -37. -39. -27.   7.   1.
 -27.  -1. -15. -33.  -1.  13.   9. -27.], shape=(64,), dtype=float32)",2.1943884,0.5923297087599121
106,143,"tf.Tensor(
[  1. -41. -23. -47. -25. -53. -37.  -1. -13. -41. -25. -13. -23. -41.
 -41.  -1. -35. -29. -41. -35.  -5.  -1.   1.  -7.  -1. -29. -31. -11.
  13. -25. -37. -31. -53. -29.   5. -59.  11. -35. -37.   5. -17. -19.
 -31.  -1.  13.  -1. -31. -13. -43. -31. -47.  -7. -77. -17.  -5. -41.
 -49. -13. -65. -11.  -1. -41. -31.   1.], shape=(64,), dtype=float32)",2.3190062,0.5893827947859822
107,157,"tf.Tensor(
[-31.   5. -11.  -7. -25. -13. -71. -31.   7. -19. -29. -35.  13. -17.
 -13. -43. -37.   7. -35. -17. -13.  37. -49. -11. -23. -37.  -7. -47.
 -17.  25.  19. -37. -13. -35.   7. -31. -47. -29.  -1. -19. -13. -37.
 -43. -61.   7.  17. -35. -23.  23. -41. -49. -13. -31. -43. -73. -47.
 -37. -13.  -7.  -1. -29. -23. -53.  -5.], shape=(64,), dtype=float32)",2.473988,0.5864505420756042
108,38,"tf.Tensor(
[-14. -14. -10.  -8. -14.   4.  -4. -20. -16. -14. -10. -16.  -4.  20.
  -8.   4. -14.   2.   2.   2.  -8.   2.  -8. -10.  -4. -14.  -8. -10.
  14.   8.  20.  -2. -20.  -4. -22. -20. -10.   8.   4. -14.  -2. -26.
  -2.   4.  -4. -14.  -4.  -4. -14. -16. -20.  -8.  -2. -14. -14.   8.
  -2.  -8.   4. -20.   8.  -4. -10.  14.], shape=(64,), dtype=float32)",2.414199,0.5835328776871684
109,209,"tf.Tensor(
[-35. -23. -35. -23. -29. -55. -43. -19. -25. -11. -49. -89. -29. -37.
 -43. -53. -67. -37. -47.  -1. -35. -41.   5. -47. -47. -31. -17. -29.
 -83. -17. -31. -71. -43.  -7. -71. -37.  11. -17. -11. -29. -29.  -5.
   5. -19. -13. -59.  -5. -35. -17. -55. -23. -19. -25. -25. -13. -49.
 -59. -25. -23. -61.  -1. -77. -17. -65.], shape=(64,), dtype=float32)",2.391547,0.5806297290419588
110,145,"tf.Tensor(
[-67. -43. -19.   5.  11. -47.  -5. -29.   1.   5.  -5.  11.  -7. -17.
 -29. -25. -59. -35. -19. -11.   5. -37.  -5.  17. -61. -47. -37. -19.
 -55. -37.  13.  -7.  -5.   7. -13. -47. -23. -31.  -1. -25. -31. -25.
 -23. -29. -47. -19. -37. -25. -31. -41. -19.   7. -35. -47. -23.  -5.
  -7. -29.  -7. -29.  -5.  -7. -13. -37.], shape=(64,), dtype=float32)",2.458102,0.577741023922347
111,50,"tf.Tensor(
[  8. -26. -22.  10.   2.  -8.  -8. -14. -22. -14.   4. -20.   2.   2.
  10.  -8.  -8.  -8.  -8. -28. -20.   4.  -2.   8. -16.  -8. -26.  -8.
 -20. -14. -26.   4.  -2.   2. -20. -10.   4.   2.  14.  10. -26. -14.
  -8.  -8.  -8. -20.   8. -16.  10. -14.   2.   2.  -2.  -2. -22. -14.
 -26.  -4. -16.   8.   8. -20. -28. -20.], shape=(64,), dtype=float32)",2.7749093,0.5748666904699972
112,19,"tf.Tensor(
[ 13.  -1.   7.  -7.   1.  -1.  11.  -7.   1.   5. -19.   5.  -5.  13.
 -13.  -1. -13.   5.  -7.   1.  -7.  -7.  -7.   7.  -5.  -1.  -1. -19.
  11.  -1.  -7. -13.  -1.   1.  -7.  -5.   5. -11.   7.  -7. -13.  -1.
  -7.  -1.  -1.  -7.  -5. -17.  -1.  -1.   1.   1.   5.  -7.   1.  -1.
 -13.  -5.   7.  13. -11.  -1.  -5. -13.], shape=(64,), dtype=float32)",2.742875,0.5720066571840768
113,14,"tf.Tensor(
[ -2.  -2.  -2.  -2.   2.   4. -14.   4.  -8.   2.  -8.  -4.   2.  -8.
   4.   2.  -4.  -4.  -2.  -8.  -8.  -8.  10.  -4.   4.  -8.   4. -10.
   8.   8.  -2.   4.  -4.  14.  -8.   2.  -4.  -2. -14.  -8.  -8.  -8.
   8.   2. -14.  -2.  -2.  -2. -10.  -2.   4. -14.   8.   4.  -2.  -4.
  -2.  -2.   4.  -2.   2.   4.  -2. -14.], shape=(64,), dtype=float32)",2.866008,0.5691608529194795
114,141,"tf.Tensor(
[-27. -15. -51. -45.   5. -23. -27. -15.  -5. -27.  -9. -25.  -9. -35.
 -45. -13. -37. -43.  -9. -23. -17. -33. -39. -45. -21. -21.  -9.  -9.
 -25. -55. -41. -21. -43. -37.  15. -25. -13. -33. -23. -35. -63. -21.
 -45. -31. -17. -33.   1. -27. -39. -15. -39.   1. -19. -27.  -3. -15.
 -11. -51. -29. -23. -55. -39. -51.  -9.], shape=(64,), dtype=float32)",3.1193428,0.5663292068850543
115,86,"tf.Tensor(
[-44. -32.  -8.  -8.  -2. -34.   0. -12.  -6. -24.  24. -32. -34. -22.
  16.  -6.  -8. -18.  -2. -10. -12.  12. -26. -12. -18. -18.   4.   2.
  16. -20. -18. -18. -42. -20.  16. -20. -26.  10.   0. -28. -32. -12.
 -30.  10. -10.   0.   0. -36. -30.  -6. -38. -18. -38. -38.   0. -18.
  -4.  22. -18.   0. -48. -42. -18. -18.], shape=(64,), dtype=float32)",3.1765802,0.5635116486418451
116,26,"tf.Tensor(
[-14.  -2.  -8.  10.  -8.   2.   8.   2.  -2. -14.  14.  -8. -10.  -4.
  -2. -16.  10. -10.  -8. -10.  -8. -10.  -2.  10. -10. -16.  -8. -10.
  -2.  -2.  -8. -10.  14.  -2. -14.   4.  -8.  -8.  -2. -10.  -8.  14.
 -14.  -8.  -4.   8.   4.   8.  -8. -16.  -2.  10.   4.  -2.  -4. -20.
 -16. -14.  -2.  -8.  -4.  -4. -22.   2.], shape=(64,), dtype=float32)",3.1794791,0.5607081081013385
117,156,"tf.Tensor(
[-24. -60.  -6. -18. -24. -42. -30.   0. -36. -36.   0. -36. -48.  36.
  -6. -60. -24. -30.  -6.  -6. -42. -54. -36. -36. -54. -78.  -6. -30.
 -36.  -6. -60.  -6. -18. -48.   0.   0. -54. -36. -24. -48.  12. -18.
 -36. -72. -24.  12. -24. -24. -18. -24. -60. -54. -60. -30. -42. -24.
 -54. -18. -36. -54.  18. -30.   0. -24.], shape=(64,), dtype=float32)",3.0353425,0.55791851552372
118,36,"tf.Tensor(
[  0.  -6.  -6.  -6.   6. -18.   0.  -6.  -6.   0.   0.  -6. -18. -18.
 -12. -12.   6. -18.   0.  -6.  -6.  -6.  18. -18.  -6.  -6.  -6.   0.
   0.   6.  18. -12. -12.   6.   0. -18.  -6.   0.   6.   0.  18.   0.
  -6.   6.  12.  -6.   0.   0. -18. -24. -18.   6.  -6.  -6. -12.   0.
  -6. -12.  12.   0. -18.   6. -12.  -6.], shape=(64,), dtype=float32)",3.1610436,0.5551428015161394
119,41,"tf.Tensor(
[  7.  -1. -17.  -5. -19.  17. -11. -23. -13.  -5.  -1.  11. -13.   1.
  -1.  11.   1.   7. -11. -17.   1.   1.   1.   7.  13.  13.  -5. -11.
 -23.  -7.   1.  -5.  -7. -17. -11.  -5. -17. -17. -17. -17. -25.  -1.
  11. -11.  -1. -19. -11.   5.  -7.  -5. -13.   1.  -1.   1.   7. -19.
   1. -13. -23.   7. -11.  -5. -13.  -5.], shape=(64,), dtype=float32)",3.0716004,0.5523808970309845
120,96,"tf.Tensor(
[ -6.   8. -24.  -8. -16. -28. -38.   4. -34. -42. -18. -36. -16. -48.
  14. -48. -20.   6.  -2.  -2. -20. -20. -30. -18. -54. -20.  -6. -30.
 -18. -28. -24.  -2.   0.   4. -24. -12.  -6.   0. -12. -42. -34. -10.
   8.  18. -30. -34. -18.  -4.  14. -24. -10.  18. -22.  -6.   6. -28.
  -6. -22.  -2.   6.  -2. -12. -34.  12.], shape=(64,), dtype=float32)",3.3310273,0.5496327333641637
121,177,"tf.Tensor(
[-45. -45.  -9.  -9. -15. -57.  17. -21.  -9. -29. -13. -19. -69. -11.
 -21.   3.  11. -59.  -1. -57. -31. -27.   9.   1.  31. -37. -23.  -9.
 -15. -39.  -5.  -3.  11. -37. -17.  13.  -5. -27. -59. -29. -53. -17.
  -3.  -5.  -7.  -3.  -9. -27. -15. -17. -51. -17.  -9. -33. -39.   3.
  -3.   7.  -7. -15. -19.   1. -63.   3.], shape=(64,), dtype=float32)",3.2742531,0.5468982421533968
122,52,"tf.Tensor(
[-16.  -4. -10. -20.   2. -28.  -4. -14.   2. -20.  -4.   2. -10.  -8.
 -16.  16.  14.  -8. -16. -20.  14. -14.  -4.   4.  -8. -22.  -2. -10.
 -10.  -4.  10. -20. -22.  -4. -14.  -8.  22.  14. -14.   4.  -8.  -2.
 -28.  -2. -16. -10. -16. -10.   2.  -8. -22.  -8. -10.  -4.  20. -28.
 -16. -26.   2. -22. -16. -14.   2.  -4.], shape=(64,), dtype=float32)",3.240622,0.5441773553765142
123,143,"tf.Tensor(
[ 19. -17. -35. -13. -19. -61.  -1.   7. -17.  -1. -41. -19.   1. -23.
 -11.  -7.  13. -11. -47. -11.  17.  -5.  -1. -25. -37.  13. -31. -17.
 -11. -37.  -5. -13.  -1. -35. -37.  -1.  19. -61. -17. -35. -23. -17.
 -43. -13. -23. -23. -13. -49. -17. -29. -53. -35.  -5. -47. -49. -35.
  13. -29.  29.  -1.   5. -71.  -5.  17.], shape=(64,), dtype=float32)",3.8914008,0.5414700053497654
124,146,"tf.Tensor(
[-26. -12.  -8. -42. -42. -30.  12. -38. -30.  -4. -26. -36.  46. -44.
 -26. -30.  10.   4. -36. -56. -24. -36. -10.  12. -24. -30. -16.  -8.
 -12. -30. -18.  -4.  36. -18. -12. -40. -30. -18.   4.   4. -30.  -8.
  30.   0. -50. -30. -12.  -6.   4.   4.  22. -44. -50. -32. -34. -14.
  -8.   6.   8.  12. -18.   4. -50.  -6.], shape=(64,), dtype=float32)",3.8403099,0.5387761247261348
125,175,"tf.Tensor(
[-43. -11. -25. -31.  -3. -13.  17. -25.   7. -35.   3. -49.  -3. -19.
   9.  -7.   3. -33. -33. -39. -19.   9. -45. -49.  17. -35. -27.  23.
 -29. -49.  -3. -41.  -7. -57. -21.  31. -51.   5. -25.   9. -21. -15.
 -25.  33.  -7. -51.  -1. -31. -39.  -1. -25.  -7. -31. -21. -21.  -1.
 -57. -11. -45. -27.   5.  27. -49. -63.], shape=(64,), dtype=float32)",3.9549224,0.5360956464936665
126,164,"tf.Tensor(
[ -6.  20. -42.  -6. -36. -30. -48.   0.  14. -18.  30.  -6. -42.  12.
 -42. -32. -16.  20. -36. -12. -14. -20.   4. -18. -36. -42.  -8.  -2.
 -30.   6. -20.   2.   4.   0. -24. -36.  -8. -20. -12.  18. -24. -28.
 -26.   2.  -8. -42. -20.  -8. -16. -36. -26. -42. -20. -18. -30.  16.
 -42. -30. -20. -46.  -2. -18. -24. -30.], shape=(64,), dtype=float32)",3.958413,0.5334285039737976
127,16,"tf.Tensor(
[  6.   0. -12.   4. -16.  -2.  -8.  10.   6. -10.  12.   0.  -4.  -2.
 -10.  -4.   0.   4.  10.   0. -10.   2.   0.   6.   6.  -4.  -6.  -4.
  -4.   6.   6.   0.  -6.  -6.   0.   8.   0. -10.  -2.   6.   4.  10.
   0.   6. -10.  -6. -10. -10.  -8.   4. -10.   0.   6.  -6.   0.   2.
 -12. -12.  12.  -6.   0.   6.   4. -10.], shape=(64,), dtype=float32)",4.0398374,0.5307746308196991
128,307,"tf.Tensor(
[ -13.  -61.  -13.  -17.   -1.  -47.  -65.  -17.  -31.  -73. -107.  -55.
  -13.   13.  -43.  -43.  -31.  -17.    1.  -23.  -43.  -25.   25.  -49.
   17.  -37.  -47.   -7.  -85.  -19.  -59.  -19.  -11.  -49.  -23.  -31.
    1.   17.  -17.  -11.   19.   25.   -5.   23.    5.  -13.  -31.  -49.
  -11.  -17.  -37.   11.  -47.  -77.  -73.    5.  -35.    7.  -23.  -31.
  -29.   -5.   37.   -7.], shape=(64,), dtype=float32)",4.058562,0.5281339610146261
129,56,"tf.Tensor(
[-26. -26. -16.  -4.   4. -26.  16.   8.   4.  14.  14.  -4.  20.   2.
 -20. -22.  -2. -26. -44.  10.  14.  26. -26. -14.   2.   2. -20.   2.
  10. -10. -20.  -2.  26.  -8.  22. -20. -14.  -4. -26.  -4.  -2.   8.
 -10.  -8.   4. -26.   4.  10.  -2.  14.  -4.  -8. -10.  -2.  -2. -32.
  -8. -20.   2.   8.   2.  26. -10. -22.], shape=(64,), dtype=float32)",3.9611301,0.5255064288702748
130,166,"tf.Tensor(
[ -4. -34.  -2.  -2. -16. -22. -10. -26. -16. -20.  28.  16.  16. -32.
  -4.  16. -46. -22.  14. -34. -14. -14. -46. -16.   4.  -2.   8. -20.
  -4. -26. -34. -34. -32. -10. -58.  14.  26.   4. -22.  -8. -28. -32.
 -14. -28. -40.   8.   2. -34. -34. -14.   4.   2. -38.  -4. -46. -28.
 -16.   2.  -8.  -2. -44. -38. -20. -32.], shape=(64,), dtype=float32)",4.4819007,0.5228919690251491
131,78,"tf.Tensor(
[ 24.   0.   0.   0.   0.   6.  12.  18.  12.   0. -18.  24. -12.   0.
 -12. -18.  18.  -6.  12.  12. -30. -36.  -6.  18.   6.  -6. -30.   0.
   0. -24. -12. -12. -24.   6.  12.   0. -18.  -6. -24.   6. -24.  18.
 -12. -18.  -6. -12.  -6.   0. -36. -12. -12.   6. -12. -12. -12.  12.
   0.  24.  12. -12.  -6. -12. -18.   0.], shape=(64,), dtype=float32)",4.938474,0.5202905164429344
132,57,"tf.Tensor(
[-15.  -3.   3.  15.  -3.   9.   3.  -9. -21.  15.  15.  -9.  -3.  -9.
  21.  -3. -27.  -3. -15.   3.  -9. -21.  -3.  -9.  -3.  15.  -3.   3.
 -21.  -3. -21.   9.   3.  -3.  15. -21.   9.   9.   3.  -9.  -3.  -3.
   3.  -9.   9.  -3. -15. -21. -15. -33. -15. -27.  -3.  -9. -27.   9.
   3.  -3.   3.  15.  -3.  -9.  15. -15.], shape=(64,), dtype=float32)",4.791782,0.5177020064108802
133,58,"tf.Tensor(
[-10.  -8. -20.  -2. -10. -14.   8. -22.  -2.  -8.   2.   2. -22. -10.
 -34. -38. -20.  10.  -2.  -4.   8.   8. -10.  -4. -14. -16.  -4. -20.
 -38. -22. -32.  14.  -8.   2.   2.   2.  -4. -10.  -2.   4.   2.  -2.
  -8.   4. -16. -22.  -8.   8.  14.   4.   4.  -8.  20.  10. -10.  10.
   2. -20. -10. -10.  16.   4. -14.  -4.], shape=(64,), dtype=float32)",4.6976614,0.5151263745381892
134,85,"tf.Tensor(
[  5.  25.  -9. -15.  -1.  15.   9.  -3.   1.  -5. -31.  -1.  -7.  11.
  -1.   1.   9.   1.  13. -31.  29. -19. -31. -13. -11.  17.  11. -15.
  -9.  -3. -21.  -1.  -9.  11. -37.  -9. -33. -21. -11.  -3.  -3.  -9.
 -15.  31.   5.  -1. -11. -19. -13.  -5.  15.   3. -13.  -5.   9.   1.
 -21. -17.  -7.  -9. -39. -17.   3.   9.], shape=(64,), dtype=float32)",5.0721073,0.5125635567544172
135,72,"tf.Tensor(
[ -6.  12. -24. -24. -24. -18.  30.   0. -10.   6.   6. -26. -24. -30.
  -6.   0. -30. -12.   6.  -8. -24. -14.  -8.  -8.  20.  -6.   0. -20.
  -6.   0. -32. -48.   4.   0.   0. -12.   8.   6.   0.  -2.   8.   6.
   0.   2.  -2. -24.  -4.  -8. -20.   0. -12. -24. -12. -12.   0. -16.
   0.   6. -42.  -6. -36. -24. -18.   8.], shape=(64,), dtype=float32)",4.767177,0.5100134893078779
136,58,"tf.Tensor(
[  2.  -2.   2. -16. -10.  -4.   4.   4. -16.   4. -10.  -8. -16. -10.
 -10.  -8. -10.  -8.   4.  10.  -4.  28. -14.  -8. -10.  20.   2. -44.
  20.  28.  -8. -10.  10.   2.   2. -20.   8.  -8.  -8.  -8.  -4. -10.
 -16.  20.  10. -40. -16.  -8.  16.   4. -10.   2. -10.  16.  16. -16.
 -14.  10.  20. -14. -10.   4. -22.   2.], shape=(64,), dtype=float32)",4.9266315,0.5074761087640577
137,116,"tf.Tensor(
[ 14. -14.  10. -28.   2.  -4. -26.  10. -16.   8.   2.   2. -20. -34.
 -26. -32.  10. -10. -50. -34. -38.  -8. -22. -38. -34.  -4. -14. -10.
  -4. -14. -10.  -2.  -2. -26. -28. -26. -26. -10. -20. -14. -16. -20.
 -20.  10. -16.  -2.   2.   2. -22.  22.  10.  16.   4. -14.  -2.   8.
  -4. -10.   8. -26. -26. -20.  10.  14.], shape=(64,), dtype=float32)",4.938407,0.5049513520040375
138,292,"tf.Tensor(
[-20. -28.   2. -38. -50. -26. -22. -16.  -2. -38.  40.  -8.  14. -20.
 -16. -46. -46. -38.   2. -32. -76. -28. -20. -34.  46.  34.  -4.  -2.
  10. -34. -20. -28. -22. -34.  -2.  -4. -10. -38.   8. -58.  -8. -58.
   2. -40. -20. -16. -20. -26. -56. -22. -22.   2. -10. -46.   2.  46.
  10. -38.  -8.  26. -34.   8.  -4.  46.], shape=(64,), dtype=float32)",4.809668,0.5024391562229229
139,15,"tf.Tensor(
[ -3. -15.  -3.   9.  -3.   3.  -3.   3. -15.   3.   9.   3.   3.  -9.
  -3.   3.   3.  -9.  -3.  -9.   3.   9.  -9.   3.  -3.  -3.   9.  -3.
  -3.  -3.   3.  -9.  -3.   3.  -9.  -9.  -3.  -3.   9.  -3.  -3.   3.
  -3.  -9.   3.  -9.  15. -15. -15.  -3.  15.  -3.  -3.   9.  -9.  -3.
   9. -15.   3.  -9.  -3.  -9.   9.  -3.], shape=(64,), dtype=float32)",4.789375,0.49993945892828157
140,39,"tf.Tensor(
[-21.  15.   3.  -9.  -3.  27.   9.  15. -15.   9.  -3. -27.   3. -15.
  15.  15. -15.  15.   3.   9.   9.   3.  -3. -21. -15.   3. -15.  15.
  -3.  -3.   3.   3.   3.  -9.   3.  -3. -21. -15.   3.   3.   9.   3.
   9. -15.  -9.   9.   3.  -9.   9.   3. -15. -27. -21.  -3.  -3.  -9.
  -9.  -3.  -9.  -3.  -9.   3.  -3.   9.], shape=(64,), dtype=float32)",4.805085,0.4974521979385887
141,58,"tf.Tensor(
[ 10.  -8.  -2.  22.   4.   8.  -4. -10.  16. -14.  -8.  10.  -4.  -2.
 -14. -28.  14. -16.  22.  -8.  16.  -8.  -8.  -2.  -4.  -2.  -4.   2.
  -2.  -8. -14.  10. -16.   4.  -8.  -2.   2.  -2.   2.  -2.  16.  -4.
   8.   2.  -4.  -4.  -8. -22.  26.   4.   4. -10.  -2. -16. -22.   2.
  26. -14.   4.  -4.  -2.  -8.   2.   2.], shape=(64,), dtype=float32)",4.885849,0.49497731138168033
142,68,"tf.Tensor(
[-10.   8.   2.  26. -10. -38.   4.   4. -34.   2. -10. -16.  -8.   8.
 -16.  -8. -20. -20.   8. -16. -16.   2. -16.  14.  -8. -10.  10. -20.
  -4.  -4.  14. -10.   4.   2.   8.  -4. -14. -16.  -2.  26.   8. -14.
  -8.   4.  10.   4.  20. -14.  -8. -16.   8.   4.  14.   4.  16.   4.
 -32.  -4. -16.  -2.  14.  14.  10.  -8.], shape=(64,), dtype=float32)",5.3056307,0.4925147376932143
143,133,"tf.Tensor(
[-11.  13.  -7. -41. -11.  -5.   1.   5. -11. -19.  31. -19.   1.  -5.
 -25. -13. -17. -11. -11. -13.  23. -13. -37. -19.  -5.   1.   5. -19.
   1. -17. -43. -25.  25.  -7. -19. -35. -17. -23.   5. -37. -19. -19.
  11. -25. -37.  -7.  -7.  31.   5. -25. -25.  29. -25. -31. -19. -25.
   1.   7.   1.   5.  17. -31.  25. -25.], shape=(64,), dtype=float32)",5.4562745,0.49006441561513864
144,168,"tf.Tensor(
[ 30. -38.   6. -26.   0. -32.  36.  -4.  12. -12.  28. -10.  10.  -6.
  -4.  -4. -14.  -6.  16. -10. -18. -22.  20. -22. -20.  40.   8. -22.
  16.  -6. -40.   8. -18.  18. -12.  10.   6. -26.   8. -28.   8. -24.
 -16. -34. -12. -18.   2. -32. -22.   0. -24. -18.  18.   0.  38.  -6.
 -14. -18.  10. -18. -48.  24.  -8. -40.], shape=(64,), dtype=float32)",5.3817496,0.48762628419416787
145,221,"tf.Tensor(
[  5. -41. -29. -83. -25. -11.  23.  23.  47.   7.  13.  -7.  19. -43.
  -1.  35. -17.  -7. -29.  -1.  25. -13.  -7. -31. -17.  -5. -13. -19.
   1.  17.  11. -31. -49.  49. -17.  19.  41. -11. -25.  29. -37. -47.
 -37. -25. -41. -23.  17. -29. -25. -17.   7. -23.  25.   1.  17. -11.
 -17.   5.  13.   7.   1. -23.  19. -25.], shape=(64,), dtype=float32)",5.502785,0.4852002827802666
146,82,"tf.Tensor(
[  4.  14. -28. -34.   4. -20. -26.   8.  -2.  22.  14.  -2.  -4. -40.
   4.  16.  10.  16. -50.  26. -38.  -8.  10.  20. -26.  10. -28.  -8.
 -52. -26. -14.   2. -26. -10.  14.  -2. -10. -28.  -4. -20.   2.  -8.
  -4. -26.   2.   4. -14. -28.   8. -28. -10.   4.  20.  10. -14.  -4.
  34.  28. -16.  -4.  10. -16. -20.   2.], shape=(64,), dtype=float32)",5.510071,0.48278635102514095
147,102,"tf.Tensor(
[ -2. -52. -16. -40.  -2. -14.  -8. -10. -20. -14. -12. -18.  -4. -10.
  16. -26. -24.  -6.   4.   2.  22.   0.  10.   8.  -6. -32.   2. -18.
 -22.  24. -36. -10.  18. -18.  12.   4. -12. -42.  12. -56.  14.   0.
 -10.  10.  44.  16. -14.  26. -16.  -6.   0. -20. -22.  12.  -2.   8.
  -6. -14. -22. -18.  30.  -4.   4.  -4.], shape=(64,), dtype=float32)",5.4403152,0.4803844288807373
148,171,"tf.Tensor(
[-33.   7.  -5.   9.   9. -27.  -1. -17. -15.  -9. -13.  -9.  -3.  -3.
 -13.   9. -29. -33. -27.  33.   3. -41.  -1.   1. -51.  -7.  -5. -39.
   3.   3.  -9.  25.   7.  -3.  -7.  -1.   9. -21.  -3. -21.  -3. -23.
  21. -33.  -9.   5.  -1.   1.  19. -31. -25.  -1. -29.  -3.  21.   9.
 -29.   9.  -5.  -7.  15.  -3.   9.   9.], shape=(64,), dtype=float32)",5.411113,0.4779944565977486
149,239,"tf.Tensor(
[-23. -47. -23.  29.  43.   7.  11.  25. -17.  13.  11. -13. -25. -49.
  -1.  55. -23. -13. -35.  11. -11.  -5.  35.  13.  -1. -55.   7.  -7.
 -13.  47. -37. -17. -47.  -5.   5. -37. -77. -53. -53. -29. -19. -65.
  11. -47. -13. -19.  -7.  25.  -5.  -7.  41.  -7. -11.  -7. -11. -43.
 -11. -23.  -5.  -1. -25.   5. -17.  17.], shape=(64,), dtype=float32)",6.0687966,0.475616374724128
150,121,"tf.Tensor(
[ 11.  -7. -29. -13. -11.  -1.  23.   1.  43.   1.   1.  35.   7.  -5.
  37.  25.  -5.  -1.  -5.  -5.   7. -17. -17.   1. -35.  19.  -5. -37.
  13.  17.  37.  13.  13. -53. -29.  -1.   1. -23.  -5. -17.   7.  -1.
  19.   5.  29. -23. -37.  17.  13. -23. -13. -11. -19.   5.  13. -55.
  -5.  19.   5. -25.   7.  17. -13. -17.], shape=(64,), dtype=float32)",6.0838265,0.47325012410361
151,150,"tf.Tensor(
[  6.   6.   0.   0.  18. -10.  18.  12.  -2.  12.  -8.   0.  10. -20.
   4. -36.   0.   8. -18.  -2.  12.  -6. -14.  28. -24. -24.  18. -16.
  18. -10.  18. -12.  10. -32.  22. -12.  28.  36. -30.  -2.   6.   2.
   4. -34. -12.  -6. -34.   6.   4.  -6.   0.  -2. -28.  -4. -18.   0.
  -2.  16.  30.  -6. -26. -36. -22. -18.], shape=(64,), dtype=float32)",6.029078,0.4708956458742389
152,161,"tf.Tensor(
[-47. -41.  -1. -23.  71.   5. -11. -19. -17. -31.  -5. -17.  -5.  31.
   7. -19.  11. -31.  11.  13. -37. -25.  19.   7.  17. -19. -13.   5.
  23.  17. -31.  35. -17.   7.  25.   1. -11.  -1.  -1.  19.  -7.   5.
   1. -19. -47.  17.  -7. -29.  -5.  35.  -5.  19.  -1.  11. -37. -11.
 -41. -17.  13.  -5. -29.  19.   5.  -1.], shape=(64,), dtype=float32)",6.108888,0.4685528814669044
153,168,"tf.Tensor(
[ -6. -30.  -6.   0.  24. -12. -12.   0.  -6.   6.  18.  -6. -60. -12.
   6.  12.   6. -12.  12.  12.  36.  18.  30.  -6.   0. -18. -18.  18.
   6. -18.  36. -48.  12.  -6. -12. -24. -42. -54.  12.   6.   0. -12.
  18.  36.  -6. -36.   6.   6. -30.   0.   0. -18.   0.  18.  18.  -6.
   6.   0. -24.  18.   0. -24.   0. -36.], shape=(64,), dtype=float32)",5.8979163,0.46622177260388503
154,131,"tf.Tensor(
[ -7.  35.   5. -11.  19.   7.   5. -43.  11. -25. -35.   5.   5. -13.
 -17. -47.  17. -25.  23. -29. -11.  31. -23.   1.  19.  -1.  -5.  19.
   7.  31.  -5.  17. -17. -17.  -7.  31.  -7.  -5.  23.  13.  17.   1.
 -29.   7. -17.  -5.   5. -11. -17. -19. -29.  29. -23. -23. -25.  13.
 -17.  11. -31.  -5. -23.  17.  -1.   5.], shape=(64,), dtype=float32)",5.986289,0.4639022612973981
155,151,"tf.Tensor(
[-29.  -5.  13.   5.  17. -37. -29. -11.   1. -29. -25.   7. -11.   1.
  17. -43. -11. -23. -17.  11.  29.  -7.  35.  17.  53.  13. -13. -19.
  -7.  23.  41. -17.  17. -31.   1.   5.  25.  23.  37.  -1.  31.  17.
  -7.  11.  -7.   5.  13. -37.  35.  19.  17.  -5. -13. -43.   1.  -1.
 -49.  37.   1.  17. -13.  19. -53.  25.], shape=(64,), dtype=float32)",6.4160066,0.46159428984815737
156,144,"tf.Tensor(
[ 12.   6. -12. -30.  12. -18. -24.   0.  -6. -30.  -6.   6.  18.   6.
 -36.   0.  18. -18.  18.  12. -12.  24.  12.   0.  24.  24. -60.   6.
 -18.   6. -30. -12.  12.  24. -12.  24. -36.   6. -30. -18.   0.  18.
 -18. -12. -42. -12. -24. -24. -12.   6.   0.   6.   6. -18.   0.   6.
 -54.  18.  12. -18.  -6. -36.   0. -12.], shape=(64,), dtype=float32)",6.705615,0.45929780084393773
157,143,"tf.Tensor(
[ -7.  -5. -23.  19. -43.  -7.  11. -37.  -5.  35.  17. -29.  -1.  -1.
   5.   5. -17.  25.  -7. -25. -29.  19. -19. -13.  23. -17.   1.  19.
   1.  11.  -7.  -7. -55. -29.  -7. -17.   1. -67. -19.   1. -35.  29.
  23.   7.  -1.   5. -17.  -7.   7.  -1. -17.  -1. -23. -17.  -7.   1.
  31. -23.  17. -25.  -7.  13.  -5. -17.], shape=(64,), dtype=float32)",6.636487,0.45701273715814705
158,251,"tf.Tensor(
[ -9.  -9.  -5. -27.  65. -21.  21.   5.  51.  17. -25.  15.  41.  33.
  -1. -21.  -9. -21.  -7.  21.  -3. -15. -49.  41.  33.  31.  15.  15.
 -29. -43. -27.  -3.  -9. -53. -25.  13. -33. -13.  -3.  -9.  -9.  -9.
  51. -53. -27. -15.  27. -27.  13.  -7. -65. -25. -21.   7.  -1.  15.
  27.  55.  17. -31. -25.   7. -35. -59.], shape=(64,), dtype=float32)",6.629635,0.4547390419484051
