episode,episode_length,total_rewards,avg_q,epsilon
214,323,"tf.Tensor(
[ 23.   5.  71.  71. 101.  47. -13.  73.  35.  79.  47.  55.  41.  65.
  35.  49.  35.  55.  -1.  95.  25.  13.  83.  49.  65.  35. 113.  89.
   5. 113.  31.  71.  -1.  -1.  35.  -7.  71.  77.  85.  59. -23.  55.
 121.  37.  17.  53.  59.  95.  77.  67.  59.  83.  95. 109.  65.  23.
  49.  41.   1.  65.  53.  83.  37.  55.], shape=(64,), dtype=float32)",12.656416,0.3439242383007701
215,48,"tf.Tensor(
[ 12.  12.   6.   6.  18.   0.  36. -12.   0.  12.  18.  18. -12.   0.
  -6.   6. -12.  12.   6.  -6.   6.   6.  30.   6.   0.  -6. -12.   6.
  -6.  24. -12.  -6.  12.  24. -18.  30.   0.  12.  -6.  12.   6.   0.
  12.  36.  18.   6.  -6.  12.  -6.  24.   0.  18.   6.  12.  -6.   0.
  12.   6.   0.  24.  36.  -6.   6.  24.], shape=(64,), dtype=float32)",12.638773,0.3422131724385773
216,300,"tf.Tensor(
[ 54. 102. 108.  78.  48.  66.  54. -18.  66.  12.  54.  54.  24.  54.
  60.  42. 120.  90.  24. 102.  78.  -6.  36.  90.  12.  84.  18.  60.
  42.  84.  18.  96.  24.   6.  66. 126.  18.  54.  84.  66.  84.  60.
  48. 102.  54.  84.  78.   6.  54.  60.  30.   0.  96.  42.  54.  36.
  60. 102.  78.  42.  30.  78.  24.  54.], shape=(64,), dtype=float32)",13.639231,0.340510619341868
217,192,"tf.Tensor(
[ 24. -12.  18.  42.  66.  48.  54.  24.  48.  42.  66.  12.  48.  60.
   6.  60.   6.  60.  36.  78.  18.  72.  48.   6.   6.  30.  30.  42.
  18.  30.  24.  42.  12.  36.  42.  42.  72.  24.  36.  18.  66.  66.
  54.   0.  36.  48.  36.  18.  84.  18.  42.  66.  72.  60.   6.  36.
  66.   6.  30.  24.  24.  30.  48.  42.], shape=(64,), dtype=float32)",13.30804,0.33881653665857514
218,253,"tf.Tensor(
[ 55.  -7.  13.  17.  35.  37.  29. -31.   7.  49.  19.  61.  85.   7.
  65.   7.  67.  11.  31.  25.  53.  31.  67.  31.  37.  47.  37.  73.
  23.  85.  67.  55.  83.  77.  67.  37.  29.  71.   1.  55.  35.  79.
  49.  41.  41.  71.  17.   1.  47.  41.  73.  71.   1.  53.  11.   1.
  41.  67.  19.  43.  65.  47.  31.  67.], shape=(64,), dtype=float32)",13.2020235,0.3371308822473385
219,190,"tf.Tensor(
[ 24.  24.  76. -10.  12.  24.   8.  30.  22.  10.  42.  64.  28.  24.
  54.  30.  -8.  26.  60.  34.  42.  46.  30.  46.  22.  18.  18.  28.
  -6.  60.  46.  52.  44.  12.   6.  40.   6.  20.  64.  52.  30.  24.
  34.  54.  18.  32.  24.  40.  30.   2.   0.  48.  54.  20. -24.  42.
  48.  40.  16.  54.  36.  36.  66.  58.], shape=(64,), dtype=float32)",13.223074,0.33545361417645625
220,164,"tf.Tensor(
[ 58.  14.  32.  30.  26.  36.  10.  44.  14.  26.  28.  36.   6.  18.
  56.  64.   6.  60.  42.  26.  38.  72.  36.  68.  56.  32. -12.  12.
  32.  46.  20.   2.  36.  32.  -8.  24.  62.  82. -16.  50.  30.  54.
  32.  36.   6.  34.  14.  56.  62.   6.  36.  54.  -8.  42.  30.   6.
 -10.  36.   8.  36.  50.  42.  34.  68.], shape=(64,), dtype=float32)",13.280264,0.33378469072284206
221,94,"tf.Tensor(
[  6.  10.  58.  34.  34.  22.  32.  10.  42.  28.  24.  36. -24.  22.
  30.   0.  30.  16.  18.  18.   6. -16.  28.  36.  10.  12.  40.  14.
  -8.  24.  -8.  22.  12.  18.  14.  44.  10.   2.  10.  12.  30.   4.
  34.   0.  -6.  12.   4.   4.  52.  10.  10. -12. -12.  18.   0.   0.
  48.   6.  22.  22.   4.  36.  20.   6.], shape=(64,), dtype=float32)",13.33761,0.3321240703709872
222,130,"tf.Tensor(
[ 28.   4.   4.  16.  28.  -8.  44.  52.  50.  58.  16.  -8.  -2.  22.
  32.  28.  40.  -2.  38.  26.  26.  -4.  52. -16.  10.  62.  16.  14.
  22.  46.  28.  22.   2.  44.   2.  38.  -8.  44.  -8.  50.  22.  28.
  22.  22.  46.  40.  10. -14.  28.  16.  22. -14.  -2.  44.   4.  44.
   8.   4.  52.   4.  10.  22.  44.  32.], shape=(64,), dtype=float32)",14.171776,0.3304717118119276
223,182,"tf.Tensor(
[22. 70. 50. 26.  8. 16. 16. 22. 50. 32.  8. 82. 82. 14. 28. 20. 44. -4.
 74. 38. 20. 32. 62.  8. 28. 20. 22. 46. 68.  2. -2. 74. 16. -4. 14. 38.
 22. 52. 14. 64. 26.  4. 50. -4. 10. 14. 58. 22. 26. 44. 34. 34. 26. 68.
 92.  8. 28. 68.  8. 40.  8. 14. 16.  4.], shape=(64,), dtype=float32)",14.173639,0.3288275739422165
224,117,"tf.Tensor(
[ 31.  25.  35.  33.  11.  25.  25.  39.  -7.  17.  29.  31. -15.  17.
   7.  11.  33.  21.  35.   5.  23.  47.  39.   9.  15.  45.  19.  27.
  15.  21.   9.  11.  45.  17.  47.  29.  15.  15.  23.  -9.  21.  51.
  47.  -3.   9.  35.  55.  19.  21.  17.  39.  21.  15.  27.  41.  21.
  21.  11.  51. -15.  27.  39.  15.  -5.], shape=(64,), dtype=float32)",14.0846815,0.327191615862902
225,148,"tf.Tensor(
[ 22.  16.  38.  34.  14.  46.  28.  32. -10. -22.  50.  10. -16.  20.
  82.   2.  28.  -2.  26.  32.  26.  20.  34.  28.  32.  22.  16.  32.
  40.  34.  32.  20.  26. -52.  20.  14.  38.   8.  32.  62.  22.  32.
  14.  34.   8.  14.  28.  22.  46.  20.  62.   8.  -8.  52.  38.  34.
  26.  38. -14.  20.  22. -14. -10.  34.], shape=(64,), dtype=float32)",14.030759,0.3255637968785095
226,130,"tf.Tensor(
[ 14.  34.   8.  -8.   2.  32.  22.  50.  56.  44.  16.  34.  80.  40.
  44.  38.   8.  40.  34.  16.  46.   2.   8.  26.  40.   2.  52.  20.
 -10.  64.  52.  32.  46.  14.  14.  46.   2.  74.  56. -10.   4.  16.
  34.  14.  14.  52.  58.  10. -26.  44.  52.  -4.  32.  20.  16.   4.
  -4.  46.  56.  -8.  44.  52.  34.  32.], shape=(64,), dtype=float32)",14.218631,0.3239440764960294
227,336,"tf.Tensor(
[ 30.  78.  84.  72. 104.  62.  52.  72.  78.  44.  94. 102. -10.  54.
  14.  92.  56.  30.  34. 102.  36.  62.  30.  26.  64.  60.  66.  84.
 128. 114.  78.  78.  18.  74.  68.  70.  54.  20.  60. -54.  42.  66.
  46.  72. 128.  76.  46.  46.  90.  74.  82.  26.  24.  80.  48.  30.
  68.  84.  66.   6.  92. 126.  36.  62.], shape=(64,), dtype=float32)",15.124728,0.3223324144239099
228,221,"tf.Tensor(
[ 55.  35. 127.  29.  47. -19.  55.  55.  61.   5.  31.  17.  23.  41.
  35.  53.  35.  53.  31.  -1.  11.  65.  25.  59.  49.  49.  65.  31.
  41.  59.  23.  67.  23.  65.   5.  43.  19.  35.  31.  55.  41.  71.
  19.  79.  29.  19.  61.  49.  71.   5.  67.  29.  55.  65.  53.  59.
  29.  23.  31.  53.  83.  47.  41.  41.], shape=(64,), dtype=float32)",14.879938,0.3207287705710547
229,257,"tf.Tensor(
[ 19.  43.  59.  59.  83.  77.  13.  71.  43. 107.  59.  71. 125.   5.
  73.  29.  41.  37.   7.  37.  29.  37.  37.  25.  -7.  67.  65.  71.
  41.  71. -25.  73.  47.  77.  97.  61.  59.  55.  73.  35.  95.  53.
  43.  79.  17.  53.  79.  53.  55.  49.  35.  37.  49.  13.  17.  65.
  47.  31.  85.  83.  43.  41.  73.  71.], shape=(64,), dtype=float32)",14.73436,0.3191331050458256
230,208,"tf.Tensor(
[ 26.  26.  82.  28.  70.  82.  44.  58.  26.   4.  46.  64.  46.  58.
  80.  22.  70.   8.  56.  44.  70.  38.  44.   8.  28.  26.  -2.  76.
  58.  46.   4.   2.  82.  16.  74.  44.  -2.  50.  68.  70.  40.  70.
  26.  68.  58.  28.  20.  28.  26.  20.  82.  20.  26.  92.  10.  34.
  40.  38.  38.  28.  32. 106.  38.  58.], shape=(64,), dtype=float32)",14.636981,0.31754537815505035
231,125,"tf.Tensor(
[ 53.  31.  -1.  41.  19.   5.  25.  29.  53.  29.  41.  13.  59.  37.
   1.  41.  31.   7.   5.   1.  47.  11.  19.  41.  11.   5.  59.  23.
  29.  19.  11.   5.  13.  31.   7.  13.  43.  19.  41.  53.  47.  25.
 -35.  23.  47. -11.  65.  41.  17.  47.  53.  31.  25.  17.  29.  37.
   5.   5.  35.  59.  55.  17.  35.  29.], shape=(64,), dtype=float32)",14.8834505,0.3159655504030352
232,319,"tf.Tensor(
[ 91.  65.  49.  43. 113.  37.  47.  55.  73.  85.  79.  59.  91.  83.
  47. 115.  83.  47.  61. 107.  85.  73.  77. 115. 103.  61.  91.  91.
  55.  83.   1.  37.  71.  83.  59.  95.  77.  29. 115.  61.  37.  95.
  23.  73.  31. 101.  61.  19.  79. 109.  73.  89.  89.  67.  25.  23.
  97.  91.  79.  79.  53.  79. 103.  43.], shape=(64,), dtype=float32)",15.477188,0.3143935824905823
233,226,"tf.Tensor(
[ 68.  58.  76.  26.  58.  70.  80.   4.  40.  52.  70.  56.  40.  58.
  20. 100.  38.  88.  28.  34.  32.  62.  70.  82.  50.  46.  22.  74.
  34.  70.  62.  52.  50.  82.  52.  20.  64.  64.  32.  34.  22.  26.
   2.  56.  38.  70.  76.  32.  38.  92.  16.  16.  44.  52.  38.  52.
  14.  38.  34.  50.  52.  34.  58.  74.], shape=(64,), dtype=float32)",15.511137,0.31282943531401225
234,229,"tf.Tensor(
[ 39.  39.  55.  99.  57.  73. 101.  57.  43.  43.  21.  53.  55.  43.
  17.  19.  63.  57.  33. -15.  45.  47.  49.  67.  59.  73.  37.  39.
  39.  85.  47.  55.  45.  21.  81.  69.   9.  63.   3.  73.   3.  95.
  47.  69.  89.  43.  55.  45.  39.  77.  85.  79.  27.  19.  41.  57.
  83.  87.  49.  17.  43.  69.  63.  57.], shape=(64,), dtype=float32)",15.236023,0.31127306996419135
235,183,"tf.Tensor(
[63. 67. 35. 21. 25. 57. 33. 15. 77. 75. -5. 73. 33. 45.  9. 41. 17. 27.
 49. 39. 39.  7. 17. 33. 37. 51. 59. 15.  7. 21. 45. 51. 47. 25. 67. 51.
 19. 57.  3. 75. 25. 79. 75. 29.  7. 63. 15. -3. 41. 33. 15. 51. 63.  5.
 61. 37.  1. -7. 41. 73. 35. 55. 61. 33.], shape=(64,), dtype=float32)",15.35376,0.30972444772556357
236,235,"tf.Tensor(
[49. 73. 89. 19. 67. 73. 11. 17. 95. 19. 49.  7. 61. 25. 47. 83. 71. 77.
 25. 53. 37.  7. 17. 49. 67. 73. 71. 79. 67. -5. 95. 91. 47.  1. 49. 37.
  1. 11. 49. 79. 61. 13. 71. 59. 61. 61. 67. 61. 41. 47. 49. 37. 97. 29.
 43. 37. 61. 29. 53. 37. 65. 55. 91. 91.], shape=(64,), dtype=float32)",16.528736,0.3081835300751877
237,117,"tf.Tensor(
[27. 51. 27. 33. 27. 21. 57. 39. 21. 57. 33. -3. 45. -3. 33. 51. 33. 39.
 57. 15. 21. 21. 27. 15. 39. 39. 21. 15. 45. 21. 27. 21. 33. 33. 15. 27.
 69. 39. 39. 33. 45. 33. 39. 33.  3. 51. 27. 45. 21. 39.  9. 39. 15. 33.
 21.  3. 15. 45. 27. 45. 33. 33. 57. 21.], shape=(64,), dtype=float32)",16.167904,0.3066502786817788
238,135,"tf.Tensor(
[ 57.  21.  45.  69.  57.  39.  51.  33.  51.  45.  39.  57.  39. -39.
   3.  -3.  51.  45.  45.  45.  45.  15.  21.   9.   9.  33.  33.  63.
  45.  51.  -3.  45.  51.   3.  45.  57.  45.   9.  51.  -3.  51.  27.
  27.  21.   9. -21.  -3.  57.  75.  27.  39.   3.   3.  39.  15.  57.
  15.  45.  39.   3.  -3.  45.   9.  33.], shape=(64,), dtype=float32)",16.097958,0.30512465540475503
239,196,"tf.Tensor(
[ 28.  40.  86.  32. 106.   2.  32.  34.  40.  28.  32.  62.  28.  70.
  76.  20.  34.  76.  40.  50.  58.  40.  34.  14.  50.  58.  52.  46.
  82.  16.  76.  82.  38. 100.  44.  52.  38.  62.  16.  56.  52.  38.
  32.  46.  28.  58.  28.  34.  46.  76.  16.  56.  62.  50.  44.  50.
  70.  44.  58.  28.  64.  56.  64.  58.], shape=(64,), dtype=float32)",16.30962,0.3036066222932886
240,88,"tf.Tensor(
[-6. 16. 54. -4.  0. 14. 12. 48. 18.  6. 30. 20. 34. 40. 12. 26. 52. 16.
 12. 48. 28. 48. 24. 26. 14. -2. 16. 24. 22. 12. 46. 10. 12.  4. 14. -2.
  0. 26. 22. -6.  4. 12. 30. 34.  4.  4. 10. 40. 30.  0. -6. 24.  6. 18.
  0. 48. 34. -4. 36. 12. 12. 30. 22. 22.], shape=(64,), dtype=float32)",16.247217,0.30209614158536185
241,145,"tf.Tensor(
[ 35.  61.  55.  35.  17.  17.  37.  29. -19.  11.  31.  41.  13.  25.
  11.  53.  19.  37.  -1.  37.  19.  35.  59.  23.  41.  25.  25.  23.
  61.  53.  31.  67.  13.  37.  23.  55. -11.  35.  55.  37.  85.  31.
  37.  49.  31.  25.  37.  25.   5.   5.  29.   7.  31.  43.  31.  49.
  25.  11.  29.  29.   5.  37.  61.  25.], shape=(64,), dtype=float32)",16.019083,0.30059317570682775
242,241,"tf.Tensor(
[ 53.  53.  13.  25.  79.  91.  59.  37.  73.  19.  85.  73.  25.  23.
  25.  61.  49.  73.  13.  59.  61.  65.  -5.  61.  61.  23.  43.  13.
  47.  31.  83.  73.  71.  65.  73.  47.  77.  61. 101.  73.  23.  59.
  95.  85.  77. -11.  31.  67.  41.  73.  29.  73.  25.  53.  73.  37.
  37.  71.   7.  97.  77.  61. 101.  37.], shape=(64,), dtype=float32)",16.172592,0.2990976872704754
243,157,"tf.Tensor(
[29. 39. 67. 79. 63. 39. 53. 25. 13. 27. 45. 45. 55. 21. 33. 31. 37. 45.
 37. 63. 49. 51. 75. 49. 19. 29. 45. 55. 51. 97. 81. 49. 27. 53. 37. 45.
 21. 21. 51. 55. 75. 23. 45. 27. 33. 67. 69. 31. 33.  3. 57. 39. 33. 47.
  1. 43. 55. 35. 37.  9. 51. 37. 51. 55.], shape=(64,), dtype=float32)",16.993168,0.29760963907509996
244,159,"tf.Tensor(
[ 25.  53.  51.  -1.  37.  57.  13.  11.  45.   1.  61.  61.  15. -21.
  -3.  11.  65.   3.  21.  39.  35.  39.  57.  15.  83.  37.  31.  51.
  63.  -1.  53.  57.  71.  49.  53.  15.  33.  19.  17.  47.  41.  51.
  27.  21.  35.  65.  55.  27.  21.  19.  35.  81.  19.  43.  45.  59.
  53.  61.  41.  49.  39.  45.  57.  53.], shape=(64,), dtype=float32)",16.893164,0.2961289941045771
245,142,"tf.Tensor(
[ 46.  38. 100.  20.  28.  20.  16.  38.  22.  46.  46.  76.   4.  34.
  32.  20.   8.  32.  22.  46.  44.  40. -22.  40.  74.  40.   4.  52.
  16.  56.  26.  28.  14.  34.  32.  22.  -8.  46.  44.   8.  50.  20.
  46.  50.  14.   8.  28.  34.  28.  52.  20.  50.  40.  46.  22.  14.
  14.  40.  26.  10.  16.  52.  46.  32.], shape=(64,), dtype=float32)",16.982624,0.2946557155269424
246,250,"tf.Tensor(
[ 56.  64. 106.  88.  86.  80.  52.  40.  38.   8.  52.  70.  52.  74.
  80.  94.  82.  46.  68.   2.  22.  46.  46.  70.  40.  28.  82.  70.
  68.  40.  82.  -2.  74.  50. 106.  32.  80.  76.  58.  74.  76.  64.
  68.  64.  74.  22.  34.  46.  92.  76.  58.  74.  28.  46.  70.  32.
  58.  64.  40.  70.  50. 140. 118.  94.], shape=(64,), dtype=float32)",16.819754,0.2931897666934751
247,225,"tf.Tensor(
[101.  69.  81.  87.  21.  59.  45.  57.  41.  53.  67.  27.  55.  33.
  23.  49.  45.  91.  63.  63.  21. 105.  75.  33.  57.  55.  45.  21.
  15.  -5.  85.  33.  47.  57.  33.  45.  69.  49.  73.  57.  51.  39.
  93.  75.  59.  79.  75.  49.  75.  49.  69.  35.  99.  31.  75.  69.
   3.  37.  75.  39.  29.  65.  75.  37.], shape=(64,), dtype=float32)",16.913456,0.29173111113778616
248,163,"tf.Tensor(
[ 55.  73.  51.  79.  45.  13.  43.  55.  25.  79.  29.  19.  21.  27.
  73.  15.  55.  27.  45.  33.  31.  27.  55. -21.  49.  23.  45.  33.
  51.  23.  21.  25.  31.   9.  49.  17.  41.  51.  41.  51.  31.  61.
  39.  39.  33.  57.  55.  51.  17.  57.  69.  25.   9.  39.  25.  21.
  43.  57.  45.  49.  25.  27.  51.  47.], shape=(64,), dtype=float32)",17.827488,0.29027971257491164
249,158,"tf.Tensor(
[ 50.  38.   6.  54.  38.  62.  50.  32.  48.  20.  46.  36.  18.  38.
  26.  18.  42.  50.  42.  38.  56.  18.   2. -18.  26.  40.   0.  30.
  32.  12.  14.  42.  44.  74.  44.  30.  34.  12.  66.  26.  38.  32.
  62.  30.  40.  42.  18.  36.  66.  32.  16.  38.  40.  14.  38.  24.
  48.  62.  16.   2.  14.   6.  22.  76.], shape=(64,), dtype=float32)",17.850372,0.28883553490040964
250,292,"tf.Tensor(
[106.  72. 100.  84.  54.  88.  90.  78.  84.  76.  48.  60. -22.  54.
  30.  48.  48.  52.  12.  72.  84.  82.  90.  76.  82. 126.  82. 106.
  34.  94.  40.  90. 106.  96. 106.  54.  84.  60.  40.  54.  70.  58.
 148.  54. 108.  42. 102.  60.  34.  76.  36.  36.  84.  82.  54.  44.
 128. 114.  96. 100.  54.  94. 104. 114.], shape=(64,), dtype=float32)",17.80332,0.28739854218946237
251,116,"tf.Tensor(
[ 36.  48.  32.  20.  48.   6.  40.  24.  42.  20.  12. -28.  42.  48.
  34.  18.  32.   8.  20.  18.  34.  26.  34.  26.  -4.  18.  12.  -6.
  50.  36.  -4.  18. -12.   6.  26.  -2.  38.  26.  50.  18.  62.  44.
  18.  46.  24.  56.  50.  18.   8.  24.  30.  58.  50. -24.  28.  12.
  18.  24.  14.  14.  40.   8.  34.  32.], shape=(64,), dtype=float32)",17.706873,0.2859686986959825
252,246,"tf.Tensor(
[ 38. 100.  94.  18.  64.  26. 108. 112.  86.  42.  38.  58.  84.  48.
  50. 108.  64.  84.  -2.  78.  96.  54.  32.  42.  78.  72.  78.  78.
  60.  62.  46.  68. 116.  60.  46.  66.  66.  54.  82.  54.  60.  96.
  26.  84.  56.  76. 108.  38.  90.  30.  32.  42.   0.  74.  44. 102.
 108.  84.  40.  64. 104.  78.  48.  54.], shape=(64,), dtype=float32)",17.919302,0.28454596885172395
253,138,"tf.Tensor(
[ -2.  44.  32.  46.  44.  48.  50.  60.  -8.  22.  16.  36.  36.  36.
  52.  36.  24.  -6.  30.  22.  50.  42.  22.  36.  52.  96.  14.  38.
  18.  18.  26.   6.  30.   0.  14.  30.  30.  22.  -4. -12.  34.  66.
  16.  38.  72.  32.  22.  18.  36.  14.  10.  24.  30.  22.  72.  16.
  72.  30.  26.  50.  36.  30.  30.  78.], shape=(64,), dtype=float32)",17.755219,0.283130317265397
254,278,"tf.Tensor(
[100. 110.  26.  94.  74.  50.  62.  88.  58.  -8. 100.  76.  62.  92.
  52.  88.  70.  50.  28.  34.  86.  74.  52.  80.  64.  58.  50.  62.
  86.  50.  68.  80.  74.  44.  56.  88.  80.  64.  44.  80.  -2.  56.
  52. 122.  44.  98.  40.  44.  38.  74.  16. 100.  98.  28.  74.   4.
  50.  56.  80.  26.  20.  68. 124. 104.], shape=(64,), dtype=float32)",18.382114,0.2817217087217881
255,390,"tf.Tensor(
[114.  60. 126.  36.  90.  78. 120. 108. 132.  78.  78. 102. 132. 162.
 120.  84. 138. 108.  90. 156. 120. 126. 126. 126. 126.  66. 120. 114.
  72. 126. 132.  54.  84.  90. 114.  90.  78.  78.  72. 114. 138.  90.
  84.  90.  60. 126.  96.  78.  84.  48. 126.  96. 120. 126. 108.  96.
  96.  78.  90.  96. 102. 150. 102.  96.], shape=(64,), dtype=float32)",18.32669,0.2803201081808837
256,198,"tf.Tensor(
[ 54.  36.  54.  66.  36.  54.  42. 102.  60.  54.  66.  24.  54.  96.
  66.  54.  48.  48.  42.  48.  78.  54.  66.  36.  78.  66.  84.  36.
  30.  42.  66.  36.  72.  48.  54.  78.  72.  42.  30. 120.  96.  42.
  66.  78.  78.  18.  84.  24.  54.   0.  66.  42.  42.  54.  18.  36.
  96.  30.  30.  78.  36.  60.  84.  60.], shape=(64,), dtype=float32)",18.60052,0.27892548077699875
257,238,"tf.Tensor(
[ 68.  80. 104.  94.  98. 106.  76.  64.  26.  98.  50.  76.  88.  88.
  70. 124. 130.  50.  56.  92.  52.  76. 104.  70.  38.  58.  40.  16.
  92. 130.  80.  80.  46.  40. 112.  80.  28.  40.  38. 100.  34.  44.
  88.  94.  68.  34.  32.  76.  38.  94.   2. 112.  28.  76.  58.  88.
  46.   2.  70.  34.  64. 122.  52.  70.], shape=(64,), dtype=float32)",18.899403,0.2775377918179092
258,175,"tf.Tensor(
[33. 39. 83. 69. 29. 45. 43. 19. 39. 59. 29. 31. 55. 37. 13. 49. 37. 51.
 63. 69. 27. 69. 45. 25. 39. 37. 63. 61. 53. 45. 23. 57. 81. 31. 25. 27.
 67. 69. 33. 25. 45. 51. 63. 85. 33. 73. 21. 43. 41. 61. 47. 13. 31. 21.
 73. 91. 21. 33. 61. -9. 37. 45.  7. 87.], shape=(64,), dtype=float32)",19.07319,0.2761570067839893
259,297,"tf.Tensor(
[ 87.  63.  97. 121.  97.  55.  81. 105.  75.  85.  67.  59.  45.  93.
  -1. 111.  81. 177.  69. 137.  93. 103.  63.  59.  29. 117.  63. 105.
 111.  67.  61.  87.  31.  63. 105. 107. 113.  67.  51.  95.  93. 105.
  13.  81. 129.  39.  71.  45.  79. 105.  37.  69.  63.  61.  63.  93.
  57.  83.  99.  81. 111.  75.  23.  79.], shape=(64,), dtype=float32)",19.220545,0.27478309132735257
260,267,"tf.Tensor(
[ 39.  75.  95.  53.  71.  39.  63.  75.  83. 105.  65.  55.  45.  53.
  79.  99.  89.  35.  63.  85.  73.  59. 117.  13.  79. 135.  97.  93.
  55.  87.  57.  81.  21.  65.  93.  75.  63.  83.  99.  99.  75.  45.
  57.  77.  57.  53. 121.  69.  53.  33.  81.  81.  57.  81.  75.  63.
  57.  51.  53.  49.  93.  69.  61. 117.], shape=(64,), dtype=float32)",19.306505,0.2734160112709976
261,161,"tf.Tensor(
[ 45.  29.  63.  15.  63.  81.  11.  35.  57.  77.  37.  83.  65.  69.
  71.  47.  51.  67.  45.  53.  53.  49.  65.  63.  53.  11.  -1.  23.
  81.  57.  57.  47.  57.  21.  53.  57.  13.  55.  77.  63.  31.  59.
  29.  51.  15.  43.  47.  69. -11.  -7.  47.  71.  35.  47.  33.  11.
  13.  37.   3.  47.  63.  23.  33.  41.], shape=(64,), dtype=float32)",19.083841,0.27205573260795785
262,233,"tf.Tensor(
[ 79.  65.  35. 101.  95.  67.  71.  83.  11.  71.  13.  83.  77.  47.
  71.  29.  53.  55.  13.  83.  83.  73.  65.  73.  95.  95.  53.  35.
  25.  37.  43. 113.  61.  47.  83.  65.  -5.  61.  71.  83.  49.  29.
  35.  47.  85.  91.  83.  73.  67. 101.  59.  89.   5.  65.  43.  53.
  61.  67.  83.  53.  49.  47.  49.  71.], shape=(64,), dtype=float32)",20.274385,0.2707022215004556
263,294,"tf.Tensor(
[ 66.  48.  90. 120. 114. 102.  90.  78.  96.  90.  96.  84.  48.  90.
  66.  54.  90. 120.  72.  54.  96.  78. 120. 114.  96. 114.  54. 102.
  72.  96. 126.  90.  96.  54.  48.  18.  84. 114. 114. 102.  96.  96.
  42.  78.  24. 108.  72.  66. 108.  90.  48.  66.  78.  30. 108.  30.
  60.  96.  96.  66.  84.  90.  84.  72.], shape=(64,), dtype=float32)",19.912424,0.26935544427906033
264,152,"tf.Tensor(
[32. 34. 50. 32. 46. 40. 58. 16. 50. 16.  4. 32. 64. 40. 28.  8. 76. 28.
 56. 20. 26. 62.  4. 68. 14. 56. 86. 26. 50. 26. 80. 56. 32. 74. 20. 14.
 38. 56. 32. 56.  2. 56. 80. 50. 62. 44. 38. 56. 34. 44. 40. 32. 68. 64.
 32. 38. 56. 26.  8. 46. 68. 86. 50. 10.], shape=(64,), dtype=float32)",20.010315,0.2680153674418511
265,148,"tf.Tensor(
[52. 74. 16. 22. 50. 32. 20.  8. 40. 14. 56.  4. 44. 38. 26. 40. 50. 62.
 34. 58. 46. 46. 56. 76. 40. 34. 52. 28. 40. 22. 46. 40. 58. 34. 52. 82.
 28. 28. 46. 58. 40.  4. 64. 28. -2. 28. 34. 28. 68. 52. 44. 40. 28. 56.
 34. 34. 76. 52. 22. 44. 34. 46. 22. 38.], shape=(64,), dtype=float32)",19.663109,0.2666819576535832
266,391,"tf.Tensor(
[103.  95.  67.  83. 109. 139. 127. 103. 143. 133. 113.  77. 133. 115.
 125. 145.  79. 155.  25.  83. 107.  89. 127.  85. 107. 125.  49.  95.
  85. 137. 127.  89.  67. 143. 127. 119.  79. 115. 121. 125. 133. 131.
  97. 115. 121. 121.  95.  79.  67. 139. 131. 113. 133. 113.  95. 115.
 113.  47.  97.  59.  29.  79. 157. 151.], shape=(64,), dtype=float32)",20.324589,0.26535518174485895
267,48,"tf.Tensor(
[ -6.   8.  18.   0.  36.  10.  36.  10.  18.  18.  -6.   8.  12.  -2.
  18.   0.   6.   8.  22.  24.   8. -18.  22.  18.  18.   0.   6.  14.
  -2.  12.  24.  20.  24.  18.  24.  12.  16.  30.  -2.  20.  16.  20.
  -6. -24.  24.  16.  14.  24.  22.  36.  18.  14.   4.   2.  26.   0.
   8.   2.  18.  30.  20.  12.  18.   6.], shape=(64,), dtype=float32)",20.32049,0.2640350067113025
268,117,"tf.Tensor(
[ 21.  39.  49.  29.  45.  33.  15.  23.  45.   9.  29.  51.  75.  23.
   9.  37.  27.  37.   5.  27.  19.  33.  41.  39.   5.  21.  31.  -3.
  41.  53.   9.  55.  33.  59.  19.  29.  11.  27.  17.  31.  33.  87.
  19.  21.  73.  -1.  57.  39.  45.   9.  27.  45.  41.  45.  25.  15.
  45.  51.  43.  45.  43. -11.  45.  27.], shape=(64,), dtype=float32)",20.152573,0.26272139971273883
269,174,"tf.Tensor(
[ 18.  42.  30.  54.  96.  32.  70.  40.  54.  58.  30.  36.  48.  36.
  68.  38.  78.  56.  72.  44.   8.  36.  18.  66.  60.  68.  14.  60.
  42.  60.  54.  42.  76.  34.  96.  78.  78.  60.  76.   2.  62.  36.
  56.  84.  68.  34.  48. 100.  32.  46.  36.  58.  40.  40.  86.  24.
  66.  78.  50.  62.  44.  92.  30.  30.], shape=(64,), dtype=float32)",20.427406,0.26141432807237697
270,136,"tf.Tensor(
[ 42.   0.  36.  40.  70.  28.  48.  66.  18.  38.  60.  34.  52.  22.
  46.  48.  40.   4.  64.  28.  36.  18.  24.  70.  42.  24.  16.  58.
  42.  58.  34. -22.  24.  48.  42.  18.  30.  40.  26.  34.  58.  42.
  10.  64.  70.  54.  48.  48.  36.  54.   6.  42.  36.  20.  34.  58.
  60.  48.  60.  58.  30.  72.  46.  60.], shape=(64,), dtype=float32)",20.576641,0.260113759275997
